emp_no,first_name,last_name,salary,title
485748,Wojceich,Miculan,40000,Staff
485754,Perla,Randi,73983,Staff
485757,Fumiya,Ratnaker,55751,Senior Engineer
485769,Kinh,Wroclawski,67304,Staff
485772,Gio,Spieker,40000,Senior Engineer
485773,Shalesh,Denny,70182,Staff
485776,Shunichi,Schach,52064,Technique Leader
485777,Piyush,Siepmann,78839,Staff
485786,Masanao,Kobuchi,44500,Senior Engineer
485798,Barun,Georgakopoulos,68187,Staff
485803,Manton,Hasham,48282,Senior Engineer
485805,Wonhee,Zizka,58418,Engineer
485807,Hyuncheol,Dulin,40000,Engineer
485810,Rasikan,Gunderson,40000,Assistant Engineer
485820,Mitsuyuki,Chinal,44784,Engineer
485822,Alenka,Koyama,83943,Staff
485823,Xiaobin,Miara,55795,Senior Engineer
485844,Tsvetan,Monkewich,69964,Senior Staff
485846,Vishv,Gecsel,40000,Senior Engineer
485853,Uno,Chepyzhov,41484,Engineer
485888,Toshimi,Esteva,62070,Engineer
485894,Kersti,Vecchi,86800,Staff
485904,Anyuan,Cannane,52264,Senior Engineer
485907,Supot,Plavsic,63551,Engineer
485911,Perry,Haumacher,47607,Senior Engineer
485912,Keung,Champarnaud,52133,Senior Engineer
485926,Hilari,Beausoleil,40000,Senior Engineer
485932,Chenye,Gilg,40000,Engineer
485934,Sushant,Stassinopoulos,40000,Engineer
485936,Lokesh,Panangaden,40000,Engineer
485940,Mayumi,Delgrange,40000,Staff
485942,Raimond,Merks,79686,Staff
485946,Pranay,Munch,70226,Senior Staff
485948,Idoia,Borstler,67083,Staff
485952,Luigi,Vidal,40000,Staff
485968,Zhongwei,Sankaranarayanan,56333,Engineer
485975,Vincent,Peral,82935,Senior Staff
485997,Filipe,Parfitt,45056,Engineer
486012,Ramzi,Shanbhogue,51735,Engineer
486041,Divine,Nitsch,45097,Engineer
486044,Branimir,Lorch,40000,Staff
486046,Shigeichiro,Uehara,53869,Engineer
486062,Subhash,Luders,60321,Senior Engineer
486067,Dhritiman,Lichtner,50008,Senior Staff
486070,Pasqua,Diderrich,79307,Senior Engineer
486071,Tse,Thambidurai,56465,Staff
486083,Morrie,Rosenbaum,72808,Senior Staff
486099,Tetsurou,Garnick,40000,Technique Leader
486101,Gita,Stifter,56745,Engineer
486103,Snehasis,Dalphin,60268,Staff
486136,Steve,Nitsche,54063,Assistant Engineer
486140,Giap,Wiegley,41031,Engineer
486143,Fai,Decaestecker,40833,Senior Engineer
486146,Billie,Coullard,40000,Engineer
486147,Nidapan,Lubachevsky,50300,Senior Engineer
486152,Saeed,Guenter,56405,Senior Staff
486153,Zorica,Gien,40000,Senior Staff
486162,Weidon,Brender,71782,Staff
486166,Akeno,Berztiss,40000,Engineer
486168,Suvo,Roison,58457,Staff
486174,Mabo,Sinitsyn,57405,Senior Staff
486176,Rayond,Babb,41310,Engineer
486184,Hideo,Serna,40000,Engineer
486191,Giri,Collette,61474,Senior Staff
486198,Jaroslava,Danner,68506,Senior Staff
486202,Subbu,Michaeli,54391,Technique Leader
486203,JoAnna,Gajiwala,40000,Senior Engineer
486205,Bodh,Baez,40875,Engineer
486207,Fumino,Valtorta,65386,Staff
486210,Minghong,Marletta,40000,Staff
486215,Kiyokazu,Zschoche,59512,Senior Staff
486225,Rosita,Asser,101652,Staff
486246,Shaw,Birch,77812,Staff
486249,Claudi,Flexer,49546,Senior Engineer
486253,Rosalie,Nicolson,66849,Senior Engineer
486257,Chikako,Caine,40000,Staff
486259,Branimir,Zhang,40000,Senior Engineer
486262,Akeno,Genther,50001,Engineer
486266,Matk,Peron,40947,Technique Leader
486276,Huican,Keustermans,56888,Staff
486278,Theron,Schaad,40000,Senior Engineer
486282,Lansing,Danley,72547,Senior Staff
486283,Demin,Berstel,55546,Staff
486284,Venkatesan,Peternell,61617,Staff
486288,Behnaam,Ritzmann,40000,Staff
486307,Mart,Ruemmler,58066,Senior Engineer
486315,Sadok,Chorvat,76363,Senior Staff
486316,Lijie,Lortz,50237,Senior Engineer
486327,Aris,Pero,53979,Senior Engineer
486331,Youssef,Fontan,71683,Staff
486335,Teunis,Kushnir,41368,Senior Staff
486337,Genta,Morrin,40000,Engineer
486345,Marsal,Brodie,57904,Senior Staff
486363,Nechama,Ambroszkiewicz,59086,Engineer
486364,Rosalyn,Ramras,53182,Staff
486366,Foong,Billawala,41376,Technique Leader
486367,Lijie,Sigstam,40000,Senior Engineer
486372,Hsiangchu,Renear,63537,Staff
486378,Tuval,Leslie,58827,Engineer
486393,Kristinn,Aloisi,43698,Senior Staff
486423,Kasidit,Taneja,86725,Staff
486426,Elvia,Zirintsis,40000,Technique Leader
486429,Debaprosad,Wossner,40000,Senior Staff
486438,Qunsheng,Prampolini,47555,Senior Engineer
486452,Petter,Sundgren,50707,Senior Engineer
486456,Elrique,Bernick,49693,Senior Staff
486463,Basim,Christ,41671,Senior Engineer
486481,JoAnna,Gelosh,40000,Technique Leader
486494,Gererd,Vural,63991,Senior Staff
486496,Jaques,Marshall,40000,Senior Staff
486509,Mahendra,Mayerwieser,41164,Senior Staff
486512,Sangeeta,Casley,51878,Technique Leader
486516,Shih,Kitsuregawa,67746,Senior Staff
486517,Zhilian,Ramras,68583,Senior Staff
486518,Florian,Pashtan,40000,Senior Engineer
486519,Vugranam,Setiz,44371,Senior Staff
486522,Uinam,Rahimi,40000,Senior Engineer
486531,Hatem,Siepmann,40000,Engineer
486537,Mayuri,Orlowska,66692,Staff
486540,Maik,Matzke,41955,Assistant Engineer
486549,Morris,Quadeer,40000,Engineer
486553,Toshiki,Schiper,69031,Staff
486561,Jordanka,Sommen,56077,Staff
486562,Radoslaw,Angelopoulos,52520,Staff
486568,Kiam,Pappas,57499,Engineer
486570,Shridhar,Herber,40000,Engineer
486572,Tianruo,Tyugu,49693,Senior Engineer
486583,LiMin,Suri,84090,Staff
486586,Zhenbing,Muchinsky,40000,Senior Staff
486602,Serap,Fabrizio,40000,Senior Engineer
486611,Yuqun,Pappas,43019,Technique Leader
486620,Torsten,Pluym,58825,Senior Engineer
486630,Tommaso,Mateescu,54852,Staff
486631,Elgin,Szmurlo,50725,Senior Engineer
486638,Arnd,Luon,56478,Senior Engineer
486639,Chirstian,Kolvik,61501,Senior Engineer
486644,Jinxi,Coullard,42557,Senior Engineer
486651,Tse,Bennet,40000,Engineer
486658,Neelam,Pfau,41690,Engineer
486662,Neelam,Brookner,82108,Staff
486674,Adamantios,Luke,40000,Engineer
486679,Aleksander,Kavvadias,40000,Senior Engineer
486681,Kousuke,Velasco,40000,Senior Engineer
486687,Nirmal,Marciano,41980,Assistant Engineer
486690,Goh,Bahk,40000,Assistant Engineer
486693,Sastry,Delaune,40689,Senior Staff
486703,Masasuke,Lorcy,55039,Engineer
486720,Gou,Kumaresan,41944,Senior Engineer
486721,Elvia,Litecky,40000,Engineer
486726,Vugranam,Aamodt,55806,Engineer
486734,Jolita,Lukaszewicz,40000,Senior Engineer
486735,Kristinn,Rotem,108053,Senior Staff
486738,Sasan,Dulay,53359,Senior Engineer
486740,Guiseppe,Cronin,41910,Engineer
486748,Otilia,Kieras,52224,Senior Staff
486752,Toshimo,Scharstein,87133,Staff
486753,Chinho,Hitomi,79458,Senior Staff
486754,Nevio,Dymetman,80264,Staff
486765,Vojin,Apsitis,40000,Engineer
486771,Gift,Mandell,53146,Senior Engineer
486775,Lene,Yetim,40000,Technique Leader
486776,Narain,Kawashima,40000,Engineer
486780,Xudong,Nooteboom,47068,Engineer
486784,Berni,Verhaegen,62228,Staff
486789,Tze,Yemenis,63442,Engineer
486793,Tadahiro,Keustermans,43098,Engineer
486801,Sandeepan,Laurillard,62863,Staff
486809,Oldrich,Schmittgen,79618,Senior Staff
486820,Basant,Velardi,63914,Senior Engineer
486826,Utz,Erdi,40000,Engineer
486828,Sachin,Molenkamp,40000,Staff
486830,Marsal,Unni,54413,Senior Staff
486831,Ennio,Quadeer,58964,Engineer
486836,Remko,Klerer,72769,Senior Staff
486840,Volkmar,Picht,40000,Senior Staff
486863,Nathan,Polupanov,40000,Staff
486867,Honglan,Gladwell,41758,Senior Staff
486876,Heon,Vecchi,40000,Staff
486879,Duangkaew,Ligten,55040,Assistant Engineer
486880,Arvind,Sadowski,40000,Staff
486883,Ayakannu,Deyuan,40000,Technique Leader
486887,Fai,Herber,52034,Senior Engineer
486888,Florina,Veeraraghavan,74617,Staff
486894,Kristin,Constantine,68337,Staff
486915,Mohammad,Bruckman,47634,Staff
486925,Saeed,Hatcliff,44066,Engineer
486931,Peternela,Bernini,48923,Engineer
486935,Kenton,Mungall,40000,Staff
486946,Idoia,Chleq,48481,Staff
486952,Gen,Gimarc,40000,Staff
486963,Stamatina,Senzako,42702,Engineer
486965,Heather,Gornas,42154,Senior Engineer
486966,Lobel,Monkewich,40000,Engineer
486967,Xiaoqiu,Kalloufi,60024,Senior Staff
486969,Vishwani,Picci,43201,Engineer
486974,Hironobu,Fontan,40000,Engineer
486977,Jaideep,Baik,40000,Senior Engineer
487005,Atilio,Carrere,60393,Engineer
487014,Amstein,Schiper,66183,Senior Engineer
487054,Bernd,Gire,40000,Staff
487058,Fay,Brender,41841,Senior Engineer
487071,Khoa,Klyachko,76046,Staff
487075,Nevio,Alvarado,66828,Senior Engineer
487078,Oscal,Seiwald,63507,Staff
487090,Yagil,Oxenboll,40000,Senior Engineer
487098,Mana,Poujol,48429,Staff
487108,Souichi,Brendel,41604,Senior Engineer
487121,Duangkaew,Litecky,42862,Senior Staff
487128,Tayeb,Samarati,57015,Staff
487129,Navin,Ruther,41792,Engineer
487130,Alselm,Roison,40000,Technique Leader
487135,Fai,Baig,40000,Engineer
487149,Uno,Suppi,40000,Staff
487151,Rosella,Engelmann,40000,Engineer
487152,Radhia,Stamatiou,73795,Senior Staff
487156,Xuejia,Akaboshi,63957,Engineer
487163,Przemyslawa,Walstra,51801,Assistant Engineer
487169,Toshimi,Naumovich,40000,Senior Engineer
487182,Pantung,Kalefeld,59129,Engineer
487220,Douadi,Hiraishi,62102,Senior Engineer
487227,Susumu,Delgrande,40000,Staff
487231,Eishiro,Wendorf,42871,Senior Engineer
487233,Berthier,Conia,62551,Senior Engineer
487250,Gita,Gecsei,55031,Engineer
487258,Larisa,Kroll,79457,Senior Staff
487259,Akeno,Klerer,66629,Senior Engineer
487260,Katsuo,Nyrup,72007,Staff
487263,Zhonghua,Leaver,67723,Staff
487264,Mari,Hanratty,49271,Staff
487265,Ramzi,Sidhu,40000,Senior Staff
487268,Samphel,Asmuth,60419,Staff
487272,Augustine,Nourani,75126,Staff
487276,Chaoyi,Kowalchuk,54181,Senior Engineer
487280,Adib,Hitomi,40000,Engineer
487282,Masoud,Beeson,40777,Engineer
487284,Palash,Wuwongse,62232,Staff
487285,Augustine,Minakawa,72097,Senior Engineer
487286,Insup,Copas,53014,Senior Staff
487294,Alenka,Zirintsis,46411,Technique Leader
487298,Ugo,Gischer,40000,Staff
487313,Sushant,Tramer,47883,Engineer
487320,Shaw,Nilsson,40000,Staff
487331,Shounak,Waymire,46773,Engineer
487339,Debaprosad,Ariola,51571,Engineer
487350,Krisda,Axelband,40000,Senior Staff
487358,Godehard,Katalagarianos,77639,Senior Staff
487359,Tesuya,Horswill,62130,Senior Engineer
487372,Arvind,Rosay,81607,Staff
487373,Ingmar,Huxford,40000,Engineer
487374,Jayesh,Swiss,44550,Senior Staff
487384,Heejo,Nourani,50213,Staff
487385,Stepehn,Felcyn,40000,Senior Engineer
487386,Byong,Ramaiah,65934,Staff
487393,Keung,Hebert,107109,Senior Staff
487397,Mara,Farrag,54453,Engineer
487405,Ioana,Krychniak,40000,Engineer
487422,Adhemar,Maksimenko,81540,Technique Leader
487436,Paraskevi,Holburn,66737,Assistant Engineer
487437,Mohammad,Rajcani,52809,Senior Engineer
487442,Boutros,Dredge,40000,Assistant Engineer
487444,Aran,Uehara,48783,Senior Engineer
487462,Dipayan,Bierbaum,40000,Technique Leader
487478,Nahid,Weisert,40000,Technique Leader
487482,Tayeb,McAlpine,40000,Engineer
487495,Dekang,Shobatake,60621,Senior Engineer
487496,Masamitsu,Zaccaria,40000,Senior Engineer
487498,Lakshmi,Hebden,72392,Senior Staff
487502,Owen,Peris,40000,Senior Engineer
487503,Bernardo,Maraist,40000,Engineer
487508,Arfst,Roohalamini,52026,Senior Engineer
487522,Marlo,Kemmerer,68180,Engineer
487525,Irena,Buescher,73981,Senior Staff
487529,Toshimori,Jiang,45898,Senior Engineer
487538,Tomokazu,Douceur,78135,Senior Staff
487541,Temple,McConalogue,47132,Senior Engineer
487543,Xiping,Menhoudj,65120,Staff
487567,Dhritiman,Rahimi,40000,Senior Staff
487577,Nidapan,Bottner,40000,Senior Engineer
487579,Zhongwei,Maksimenko,45923,Staff
487580,Guiseppe,Gerteisen,40000,Senior Engineer
487582,Domenico,Katalagarianos,40000,Senior Engineer
487599,Shai,Plavsic,40598,Staff
487601,Aksel,Emiris,40000,Engineer
487611,Vasilis,Sethi,42632,Engineer
487617,Berni,Hainaut,66691,Engineer
487633,Foong,Zweizig,46182,Assistant Engineer
487640,Apostol,Vecchi,40000,Engineer
487649,Toney,Kornatzky,40000,Engineer
487651,Itzchak,Cooke,40000,Technique Leader
487659,Lakshmi,Fadgyas,60485,Assistant Engineer
487663,Jeane,Brizzi,53162,Assistant Engineer
487667,Valery,Cannard,40000,Senior Staff
487677,Danny,Kilgour,41772,Senior Engineer
487681,Faiza,Klassen,40000,Staff
487684,Houman,Rahier,40000,Senior Engineer
487686,Geraldo,Munoz,64912,Staff
487688,Candida,Rathonyi,44446,Senior Engineer
487692,Padma,Ozeki,48600,Senior Engineer
487697,Conrado,Marciano,58594,Staff
487703,Khedija,Sewelson,50080,Senior Engineer
487709,Sanjai,Vasanthakumar,55406,Senior Engineer
487718,Shirish,Legleitner,62062,Engineer
487732,Masami,Iisaku,40069,Technique Leader
487743,Chanjung,Kavvadias,98960,Staff
487745,George,Uhrig,77891,Assistant Engineer
487749,Unal,Comte,59116,Senior Staff
487754,Genta,England,40000,Engineer
487758,Sandeepan,Wendorf,40000,Senior Engineer
487775,Toshimori,Bennis,40000,Senior Staff
487782,Charlene,Syrotiuk,52350,Engineer
487789,Val,Bellone,40000,Engineer
487790,Kolar,Fontan,40000,Engineer
487792,Nevio,Suessmith,52433,Senior Engineer
487796,Gunilla,Bashian,76344,Staff
487801,Panayotis,Ferriere,40000,Engineer
487804,Annemarie,Honglei,46325,Senior Engineer
487815,Khalil,Pollacia,50228,Senior Engineer
487825,Hilari,Kropatsch,45060,Engineer
487830,Zeydy,Azuma,40000,Engineer
487831,Urs,Lemarechal,46922,Engineer
487849,Sanjiv,Perna,47070,Engineer
487869,Uli,Guenter,62283,Staff
487871,Mantis,Panwar,52215,Senior Staff
487884,Yuichiro,Kawashima,40000,Senior Engineer
487894,Subhankar,Highland,58919,Staff
487904,Gererd,Ciolek,63153,Engineer
487924,Rimli,Denos,45322,Engineer
487941,Haldon,Mahmud,46483,Engineer
487948,Gritta,Keohane,40830,Senior Staff
487954,Eckart,Schonegge,69672,Senior Staff
487974,Masadi,Smailagic,40000,Senior Engineer
487977,Yefim,Gopalakrishnan,40000,Senior Staff
487986,Jackson,Geffroy,86827,Senior Staff
488018,Adamantios,Zweizig,75933,Senior Staff
488039,Taegyun,Molenaar,59967,Senior Staff
488041,Vasilis,Maccarone,72486,Staff
488053,Gen,Maraist,40000,Senior Engineer
488057,Gennady,Schonegge,40501,Engineer
488068,Abdelghani,Sabnani,93207,Staff
488074,Giordano,Genther,48108,Senior Engineer
488077,Isaac,Huxford,64398,Senior Engineer
488104,Wonhee,Furedi,55436,Engineer
488114,Krister,DuBourdieux,40000,Engineer
488121,Urs,Schneeberger,40000,Engineer
488131,Dannz,Rosch,58266,Senior Engineer
488141,Kristen,Hambrick,69816,Senior Engineer
488145,Phule,Kavanagh,40000,Engineer
488149,Shawna,Krichel,65572,Engineer
488164,Kaijung,Bahk,40000,Senior Staff
488168,Adil,Kenevan,40000,Engineer
488175,Brendon,Alpay,40000,Senior Engineer
488180,Kwangyoen,Arlazarov,41690,Senior Engineer
488183,Shaowei,Hiroyama,40000,Senior Engineer
488185,Junsik,Hanratty,71484,Senior Engineer
488189,Tianruo,Serra,46774,Engineer
488191,Sanjay,Stassinopoulos,40000,Engineer
488192,Theron,Tiemann,46056,Engineer
488194,Oksana,Lortz,40000,Engineer
488209,Shuho,Gulla,40000,Senior Engineer
488220,Tetsurou,Ouhyoung,74993,Staff
488222,Taisook,Kleiser,70936,Staff
488246,Paris,Honglei,55098,Senior Engineer
488249,Macha,Ciolek,50257,Staff
488255,Leif,Passafiume,56992,Senior Engineer
488263,Cristinel,Lamparter,66742,Technique Leader
488271,Aimee,Rahier,40646,Technique Leader
488275,Ulises,Woycyznski,76227,Senior Staff
488279,Danny,Rohrbach,103444,Senior Staff
488290,Narain,Kaltofen,43730,Senior Engineer
488301,Shuzo,Matzen,54082,Engineer
488327,Takushi,Lemarechal,40000,Engineer
488334,Junsik,Picci,40000,Senior Engineer
488335,Atreye,Giaccio,40012,Senior Engineer
488336,Elgin,Fraisse,67727,Staff
488338,Yaghout,Pietracaprina,44988,Assistant Engineer
488339,Muzhong,Yeung,47476,Senior Engineer
488358,Christ,Speer,92726,Senior Staff
488360,Roselyn,Fioravanti,80839,Senior Staff
488364,Taizo,Murillo,46255,Senior Engineer
488380,Navin,Woycyznski,52965,Engineer
488400,Claudi,Gulla,75929,Senior Staff
488403,Arra,Klerer,40000,Staff
488407,Leandro,Codenie,50739,Staff
488413,Arun,Calkin,40000,Senior Staff
488425,Lansing,Chelton,57215,Senior Engineer
488436,Bernardo,Azuma,40000,Senior Engineer
488442,Houman,Wynblatt,59977,Staff
488456,Eran,Vesna,64753,Staff
488460,Shay,Borstler,40000,Engineer
488466,Marlo,Thimonier,44969,Senior Engineer
488474,Chenye,Hainaut,65543,Staff
488476,Ghassan,Dymetman,53214,Engineer
488477,Gregory,Matzel,40000,Senior Staff
488478,Shugo,Candan,42286,Staff
488500,Berto,Rabehasaina,47499,Senior Engineer
488515,Seshu,Merkl,59304,Senior Engineer
488523,Kamran,Genin,65974,Engineer
488525,Leen,Zolotykh,68668,Staff
488530,Guther,Vuskovic,66820,Senior Staff
488541,Raimond,Luck,64090,Senior Staff
488545,Shigeo,Condotta,40000,Engineer
488566,Sangeeta,Murtha,40000,Staff
488579,Chaoyi,Hagimont,40000,Staff
488580,Bingning,Kieras,41656,Senior Engineer
488588,Leni,Demizu,42336,Senior Staff
488593,Venkatesan,Katalagarianos,44739,Senior Engineer
488598,Piyawadee,Marciano,40000,Senior Engineer
488627,Sven,Barvinok,43377,Engineer
488630,Heejo,Muhling,55267,Staff
488631,Marsha,Noriega,56560,Staff
488637,Hisao,Shiratori,76622,Engineer
488651,Hercules,Werthner,53474,Staff
488661,Marlo,Verhaegen,63544,Engineer
488666,Teunis,Monarch,68124,Engineer
488667,Mayumi,Basagni,47281,Assistant Engineer
488674,Uri,Ressouche,52898,Senior Staff
488677,Gila,Bruckman,41254,Staff
488682,Ugo,Badache,56702,Senior Engineer
488691,Debatosh,Bolsens,56971,Senior Engineer
488705,Nevio,Chenoweth,45327,Senior Engineer
488712,Gererd,DeMori,84923,Engineer
488721,Yahiko,Selvestrel,40000,Staff
488726,Kousuke,Welham,53794,Staff
488741,Atreyi,Lunt,81424,Staff
488746,Takahiro,Chandrasekhar,40000,Senior Engineer
488751,Paris,Uludag,40000,Staff
488756,Adit,Luke,53426,Staff
488761,Rajmohan,Onuegbe,51922,Engineer
488767,Lubomir,Adachi,40000,Senior Staff
488776,Jiann,Schmiedel,40000,Technique Leader
488778,Shaz,Mitina,76025,Staff
488794,Bodo,Serdy,79213,Senior Staff
488800,Foong,Schieder,59269,Senior Staff
488806,Huican,Ranon,40000,Senior Engineer
488811,Annemarie,Simkin,40000,Senior Staff
488813,Elliott,Gelosh,56911,Staff
488818,Masasuke,Tchuente,40000,Staff
488832,Deniz,Junot,40000,Assistant Engineer
488848,Changho,Poehlman,43992,Engineer
488853,Kshitij,Axelband,53082,Engineer
488857,Arto,Garrabrants,40000,Senior Staff
488859,Odysseas,McFarlin,50737,Senior Engineer
488877,Magy,Baca,64268,Senior Staff
488881,Aran,Puppo,40000,Engineer
488882,Kwangsub,Khalil,48769,Engineer
488887,Szabolcs,Iwayama,40000,Staff
488894,Boriana,Champarnaud,72358,Engineer
488907,Reinhold,Kitai,40000,Engineer
488910,Moto,Slutz,54137,Senior Engineer
488928,Adel,Bazelow,58425,Senior Staff
488940,Zhongwei,Beutelspacher,57929,Staff
488941,Wayne,Zeidenstein,46812,Staff
488963,Conrado,Weisert,45256,Staff
488965,Khosrow,Pokrovskii,40000,Staff
488969,Remko,Benzmuller,68512,Staff
488980,Vishwani,Reeker,40000,Engineer
488988,Izaskun,Puppe,78940,Senior Staff
488995,Moon,Morris,42922,Engineer
488998,Kendra,Hennings,69093,Senior Engineer
489005,Gilbert,Onuegbe,40000,Staff
489010,Youngkon,Skrikant,40000,Technique Leader
489015,Boriana,Benzmuller,66500,Senior Engineer
489040,Xiping,Lueh,40000,Senior Engineer
489050,Jeanna,Pramanik,63457,Engineer
489054,Edwin,Giveon,73428,Senior Engineer
489060,Kazuhito,Sevcikova,40000,Engineer
489063,Jianhui,Penn,47007,Senior Staff
489083,Kish,Birch,57953,Staff
489088,Basem,Perz,40000,Staff
489113,Woody,Kriebel,65025,Staff
489114,Muzhong,Felcyn,72499,Technique Leader
489117,Constantijn,Gustavson,40000,Engineer
489124,Chandrasekaran,Uhrig,40000,Engineer
489126,Anestis,Macedo,40000,Staff
489128,Nishit,Gluchowski,53605,Staff
489130,Guadalupe,Ligten,57149,Senior Engineer
489149,Ottavia,Sethi,40000,Engineer
489151,Percy,Hoogerwoord,49644,Senior Engineer
489205,Eran,Cunliffe,40000,Staff
489211,Demos,Kilgore,48029,Engineer
489215,Conrado,Ritcey,40000,Engineer
489221,Dulce,Remmers,40000,Senior Staff
489243,Teiji,Lores,40000,Senior Staff
489245,Shrikanth,Steenbeek,57847,Senior Engineer
489257,Premal,Rissanen,66291,Senior Staff
489260,Constantine,Huxford,48800,Staff
489267,Alper,Vadhan,58394,Engineer
489269,Gully,Fontan,40000,Senior Engineer
489270,Yonghoan,Yoshizawa,67427,Engineer
489280,Kristen,Fraisse,54746,Staff
489283,Abdulah,Ritzmann,60007,Staff
489318,Uta,Stellhorn,50867,Senior Engineer
489321,Greger,Curless,79920,Staff
489323,Kazuhiko,Peres,43163,Senior Engineer
489325,Qiwen,Furudate,40103,Staff
489335,Suebskul,Nivat,40000,Senior Engineer
489337,Filipe,Velasco,40000,Senior Engineer
489340,Fuqing,Setlzner,67970,Senior Staff
489341,Bernd,Schmezko,40000,Senior Engineer
489342,Shai,Vesna,40000,Assistant Engineer
489349,Foong,Schapire,75443,Staff
489350,Oscal,Belinskaya,40000,Staff
489352,Mona,Coors,53614,Staff
489365,Adhemar,Validov,58626,Engineer
489367,Waiman,Weiland,46673,Senior Staff
489368,Tianruo,Parascandalo,55080,Technique Leader
489370,Petter,Beausoleil,47197,Staff
489381,Elzbieta,VanScheik,44966,Engineer
489389,Claude,Bonifati,43702,Senior Engineer
489405,Sarita,Heuter,65895,Staff
489410,Falguni,Ratnakar,66310,Senior Staff
489415,Aluzio,Ranft,40000,Senior Engineer
489437,Yuriy,Chelton,40000,Staff
489440,Conor,Jonsson,58379,Senior Staff
489452,Hercules,Sethi,62442,Senior Staff
489464,Marsha,Chepyzhov,51998,Engineer
489466,Kazunori,Gurbaxani,40000,Senior Engineer
489467,Fumino,Hofman,50856,Senior Engineer
489470,Duro,Hambrick,73100,Staff
489471,Val,Jeong,40000,Technique Leader
489484,Qingxiang,Furedi,40000,Engineer
489499,Fun,Nicolson,86786,Engineer
489500,Hideo,Bridgland,52460,Senior Staff
489504,Apostol,Kriebel,63259,Staff
489515,Taiji,Poupard,40000,Engineer
489516,Jayesh,Erbe,40000,Technique Leader
489518,Alexius,Dulay,49548,Engineer
489523,Uriel,Sessa,40000,Engineer
489528,Stamatina,Henseler,49044,Staff
489536,Rosalyn,Parveen,58657,Engineer
489560,Soenke,Vesel,40000,Engineer
489565,Domenick,Brodal,40000,Staff
489581,Kazunori,Shiratori,56167,Technique Leader
489582,Pranav,Ozeki,52015,Senior Engineer
489585,Janalee,Callaway,106415,Staff
489595,Arvind,Gomatam,40000,Engineer
489618,Denis,Gadepally,40000,Senior Engineer
489622,Hinrich,Malinowski,69322,Engineer
489624,Odoardo,Malabarba,80269,Staff
489626,Perry,Hennings,40000,Staff
489638,Filipp,Socorro,77806,Staff
489663,Troy,Koblick,60875,Senior Staff
489669,Danny,Businaro,40000,Senior Engineer
489674,Maja,Tramer,40000,Senior Engineer
489677,Irene,Gill,40000,Senior Engineer
489680,Divier,Ratzlaff,40000,Senior Engineer
489688,Amalendu,Fadgyas,76911,Senior Staff
489692,Amabile,Farrar,40000,Engineer
489702,Xiaoqiu,Noriega,47203,Staff
489730,Niranjan,McAffer,45274,Senior Engineer
489731,Martial,Gopalakrishnan,40000,Senior Staff
489734,Miyeon,Staylopatis,68562,Senior Staff
489751,Masali,Feldmann,46731,Engineer
489758,Marin,Hempstead,60459,Senior Engineer
489759,Serap,Pell,48597,Senior Engineer
489762,Huei,Benzmuller,40000,Engineer
489782,Jiong,Schnabel,60818,Engineer
489801,Dante,Lichtner,40000,Senior Engineer
489805,Pranas,Cools,42920,Engineer
489808,Tonny,Valiente,40000,Engineer
489823,Xiaoheng,Bugrara,49719,Senior Engineer
489835,Chinho,Fortenbacher,40000,Engineer
489844,Yakkov,Kuhnemann,42198,Senior Staff
489858,Kristen,Iisaku,40000,Senior Staff
489860,Paloma,Verhoeff,71443,Staff
489862,Franziska,Kornatzky,70230,Engineer
489863,Duangkaew,Murthy,69568,Staff
489880,Nevio,Pearson,76897,Staff
489885,Heng,Guting,42590,Senior Engineer
489888,Yahiko,Jumpertz,40227,Staff
489889,Slavian,Pillow,52387,Senior Engineer
489890,Bezalel,Hebert,54681,Senior Staff
489893,Yuriy,Niizuma,40000,Senior Engineer
489901,Guther,Schaad,61356,Staff
489904,Renny,Gecseg,40000,Technique Leader
489909,Amabile,Kampfer,40000,Senior Engineer
489916,Steve,Munoz,40000,Engineer
489938,Oscal,Beausoleil,40000,Senior Staff
489953,Valeska,Collavizza,40000,Engineer
489969,Chikara,Shimshoni,59385,Senior Engineer
489972,Sivanarayana,Selenyi,40000,Engineer
489983,Teruyuki,Zuberek,48264,Senior Engineer
489985,Atreye,Mandelberg,40000,Engineer
489986,Remco,Impagliazzo,53633,Staff
489988,Girolamo,Henders,93234,Staff
489993,Satyanarayana,Pena,46490,Engineer
490003,Owen,Escriba,56818,Staff
490007,Basim,Pettey,58195,Senior Engineer
490010,Kshitij,Ranft,53823,Engineer
490017,Randi,Percebois,40000,Engineer
490034,Fuqing,Lupu,53518,Staff
490037,Jagoda,Varman,60862,Senior Staff
490041,Manohar,Heuter,40000,Senior Engineer
490042,Vivian,Syrotiuk,40000,Engineer
490044,Huiqun,Ginneken,55847,Staff
490064,Uta,Jayawardene,40000,Engineer
490071,Claudi,Comte,75526,Engineer
490100,Khalid,Bressoud,49202,Staff
490102,Oguz,Gulik,46494,Engineer
490104,Adhemar,Lowrie,78732,Staff
490109,Kitty,Serre,59552,Engineer
490127,Mario,Tokunaga,44044,Staff
490140,Dmitri,Pramanik,49709,Senior Engineer
490141,Candido,Danlos,71378,Senior Staff
490149,Uli,Zhang,73163,Engineer
490150,Guadalupe,Aumann,41464,Engineer
490155,Kenroku,Tchuente,46385,Engineer
490164,Martina,Mandell,41552,Senior Engineer
490165,Arvind,Brobst,58416,Engineer
490168,Lena,Delgrange,51790,Senior Engineer
